ema_fast,ema_slow,min_atr,sl_atr_mult,tp_atr_mult,rsi_buy,rsi_sell,order_size,final_balance,win_rate,sharpe,num_trades
9,20,1.0,1.5,1.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,1.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,1.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,1.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,1.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.0,1.5,1.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.0,1.5,1.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,1.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,1.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,1.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,1.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.0,1.5,1.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.0,1.5,1.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,1.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,1.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,1.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.0,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.0,1.5,2.0,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.0,1.5,2.0,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.0,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.0,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.0,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.0,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.0,1.5,2.0,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.0,1.5,2.0,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.0,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.0,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.0,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.0,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.0,1.5,2.0,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.0,1.5,2.0,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.0,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.0,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.0,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.0,1.5,2.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.0,1.5,2.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.0,1.5,2.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.0,1.5,2.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.0,1.5,2.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.0,1.5,2.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.0,1.5,2.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.0,1.5,2.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,1.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.0,1.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.0,1.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,1.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,1.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,1.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,1.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.0,1.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.0,1.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,1.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,1.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,1.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,1.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.0,1.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.0,1.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,1.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,1.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,1.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.0,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.0,2.0,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.0,2.0,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.0,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.0,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.0,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.0,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.0,2.0,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.0,2.0,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.0,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.0,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.0,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.0,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.0,2.0,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.0,2.0,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.0,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.0,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.0,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.0,2.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.0,2.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.0,2.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.0,2.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.0,2.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.0,2.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.0,2.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.0,2.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,1.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.2,1.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.2,1.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,1.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,1.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,1.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,1.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.2,1.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.2,1.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,1.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,1.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,1.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,1.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.2,1.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.2,1.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,1.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,1.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,1.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.0,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.2,2.0,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.2,2.0,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.0,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.0,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.0,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.0,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.2,2.0,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.2,2.0,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.0,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.0,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.0,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.0,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.2,2.0,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.2,2.0,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.0,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.0,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.0,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.2,2.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.2,2.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.2,2.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.2,2.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.2,2.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.2,2.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.2,2.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.2,2.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,1.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.5,1.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.5,1.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,1.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,1.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,1.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,1.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.5,1.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.5,1.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,1.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,1.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,1.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,1.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.5,1.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.5,1.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,1.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,1.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,1.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.0,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.5,2.0,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.5,2.0,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.0,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.0,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.0,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.0,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.5,2.0,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.5,2.0,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.0,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.0,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.0,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.0,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.5,2.0,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.5,2.0,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.0,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.0,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.0,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.5,2.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.5,2.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.5,2.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.5,2.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,1.5,1.5,2.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,1.5,1.5,2.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,1.5,1.5,2.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,1.5,1.5,2.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,1.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.0,1.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.0,1.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,1.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,1.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,1.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,1.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.0,1.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.0,1.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,1.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,1.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,1.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,1.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.0,1.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.0,1.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,1.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,1.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,1.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.0,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.0,2.0,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.0,2.0,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.0,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.0,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.0,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.0,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.0,2.0,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.0,2.0,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.0,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.0,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.0,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.0,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.0,2.0,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.0,2.0,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.0,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.0,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.0,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.0,2.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.0,2.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.0,2.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.0,2.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.0,2.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.0,2.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.0,2.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.0,2.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.2,1.5,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.2,1.5,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.2,1.5,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.2,1.5,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.2,1.5,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.2,1.5,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.2,1.5,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.2,1.5,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.2,1.5,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.2,1.5,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.2,1.5,55,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.2,1.5,55,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.2,1.5,60,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.2,1.5,60,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.2,1.5,60,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.2,1.5,60,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.2,1.5,60,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.2,1.5,60,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.2,2.0,50,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.2,2.0,50,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.2,2.0,50,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.2,2.0,50,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.2,2.0,50,50,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.2,2.0,50,50,0.05,997.6064348506388,0.2,-7.526259083918609,5
9,20,2.0,1.2,2.0,55,40,0.02,998.9493602902966,0.0,-32.76729720903249,3
9,20,2.0,1.2,2.0,55,40,0.05,997.3746189857466,0.0,-32.773497837667236,3
9,20,2.0,1.2,2.0,55,45,0.02,999.0426375059228,0.2,-7.51380107243378,5
9,20,2.0,1.2,2.0,55,45,0.05,997.6064348506388,0.2,-7.526259083918609,5
